"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr6",25556395,25556995,601,"*",".",1000,".",240.16177,-1,5.02121,239,"Exon (ENST00000329474.7/55604, exon 29 of 37)",6,25610122,25620530,10409,1,"55604","ENST00000476458.1",-53127,"ENSG00000079691","CARMIL1","capping protein regulator and myosin 1 linker 1"
"chr3",126982455,126983051,597,"*",".",1000,".",240.15208,-1,5.02121,194,"Promoter (<=1kb)",3,126982693,126989787,7095,1,"5361","ENST00000684469.1",0,"ENSG00000114554","PLXNA1","plexin A1"
"chr1",203861259,203861674,416,"*",".",1000,".",240.10614,-1,5.02121,187,"Promoter (<=1kb)",1,203861599,203871152,9554,1,"6635","ENST00000414487.7",0,"ENSG00000182004","SNRPE","small nuclear ribonucleoprotein polypeptide E"
"chr16",68239698,68240323,626,"*",".",1000,".",240.08037,-1,5.02121,379,"Promoter (1-2kb)",16,68233816,68238102,4287,2,"80004","ENST00000562724.1",-1596,"ENSG00000103067","ESRP2","epithelial splicing regulatory protein 2"
"chr10",113126552,113127058,507,"*",".",1000,".",240.03583,-1,5.02121,235,"Promoter (<=1kb)",10,113126690,113165612,38923,1,"6934","ENST00000369389.7",0,"ENSG00000148737","TCF7L2","transcription factor 7 like 2"
"chr7",80019151,80019607,457,"*",".",1000,".",240.03565,-1,5.02121,204,"Intron (ENST00000649225.1/2770, intron 3 of 12)",7,80106208,80217965,111758,1,"2770","ENST00000648663.1",-86601,"ENSG00000127955","GNAI1","G protein subunit alpha i1"
"chr1",29181829,29182266,438,"*",".",1000,".",240.03498,-1,5.02121,202,"Promoter (<=1kb)",1,29147743,29181900,34158,2,"6429","ENST00000373795.7",0,"ENSG00000116350","SRSF4","serine and arginine rich splicing factor 4"
"chrX",27186587,27187111,525,"*",".",1000,".",240.02484,-1,5.02121,293,"Promoter (<=1kb)",23,27128058,27186568,58511,2,"105373150","ENST00000717237.1",-19,NA,"LOC105373150","uncharacterized LOC105373150"
"chr2",210502904,210503441,538,"*",".",1000,".",240.01973,-1,5.02121,284,"Intron (ENST00000673510.1/1373, intron 1 of 39)",2,210477709,210679107,201399,1,"1373","ENST00000673711.1",25195,"ENSG00000021826","CPS1","carbamoyl-phosphate synthase 1"
"chr9",112903119,112903583,465,"*",".",1000,".",240.01077,-1,5.02121,209,"Distal Intergenic",9,112878920,112890876,11957,2,"57864","ENST00000374228.5",-12243,"ENSG00000119457","SLC46A2","solute carrier family 46 member 2"
"chr22",31107603,31108025,423,"*",".",1000,".",240.0043,-1,5.02121,232,"Promoter (<=1kb)",22,31104777,31107568,2792,2,"140606","ENST00000400299.6",-35,"ENSG00000198832","SELENOM","selenoprotein M"
"chr12",117366920,117367473,554,"*",".",1000,".",239.99745,-1,5.02121,283,"Intron (ENST00000549189.1/4842, intron 1 of 1)",12,117208144,117361802,153659,2,"4842","ENST00000618760.4",-5118,"ENSG00000089250","NOS1","nitric oxide synthase 1"
"chr8",120956596,120957124,529,"*",".",1000,".",239.94854,-1,5.02121,271,"Intron (ENST00000517739.1/ENST00000517739.1, intron 1 of 3)",8,120535745,120813273,277529,2,"6641","ENST00000395601.7",-143323,"ENSG00000172164","SNTB1","syntrophin beta 1"
"chr20",33915615,33916070,456,"*",".",1000,".",239.93816,-1,5.02121,226,"Intron (ENST00000738336.1/ENST00000738336.1, intron 1 of 2)",20,33983052,33993124,10073,2,"101926888","ENST00000432859.1",77054,"ENSG00000285230","RALY-AS1","RALY antisense RNA 1"
"chr2",105369732,105370170,439,"*",".",1000,".",239.92386,-1,5.02121,237,"Intron (ENST00000457290.2/ENST00000457290.2, intron 1 of 2)",2,105363284,105396697,33414,2,"2274","ENST00000452732.1",26527,"ENSG00000115641","FHL2","four and a half LIM domains 2"
"chr6",150891803,150892281,479,"*",".",1000,".",239.92278,-1,5.02121,273,"Intron (ENST00000611279.4/25902, intron 7 of 27)",6,150905670,150912948,7279,1,"25902","ENST00000421497.1",-13389,"ENSG00000120254","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"
"chr1",36099488,36100393,906,"*",".",1000,".",239.8859,-1,5.02121,291,"Promoter (<=1kb)",1,36095241,36100249,5009,2,"1296","ENST00000303143.9",0,"ENSG00000171812","COL8A2","collagen type VIII alpha 2 chain"
"chr12",14166998,14167462,465,"*",".",1000,".",239.85353,-1,5.02121,226,"Distal Intergenic",12,14284361,14286132,1772,2,"124902883","ENST00000771261.1",118670,NA,"LOC124902883","uncharacterized LOC124902883"
"chr5",117454679,117455093,415,"*",".",1000,".",239.84443,-1,5.02121,194,"Promoter (<=1kb)",5,117454942,117479366,24425,1,"124900192","ENST00000828615.1",0,"ENSG00000248663","LOC124900192","uncharacterized LOC124900192"
"chr14",59964925,59965407,483,"*",".",1000,".",239.79146,-1,5.02121,270,"Exon (ENST00000823215.1/105370524, exon 5 of 5)",14,60003637,60006748,3112,1,"341883","ENST00000562571.1",-38230,"ENSG00000131951","LRRC9","leucine rich repeat containing 9"
"chr5",140244418,140244858,441,"*",".",1000,".",239.79048,-1,5.02121,203,"Exon (ENST00000509589.5/84418, exon 4 of 4)",5,140245347,140281535,36189,2,"5201","ENST00000512707.1",36677,"ENSG00000113068","PFDN1","prefoldin subunit 1"
"chr20",41095356,41095810,455,"*",".",1000,".",239.78176,-1,5.02121,217,"Promoter (<=1kb)",20,41095022,41124473,29452,1,"7150","ENST00000681884.1",334,"ENSG00000198900","TOP1","DNA topoisomerase I"
"chr19",30800074,30800570,497,"*",".",1000,".",239.77159,-1,5.02121,240,"Intron (ENST00000716200.1/107985280, intron 1 of 2)",19,30715639,30719714,4076,2,"105372354","ENST00000824551.1",-80360,NA,"LOC105372354","uncharacterized LOC105372354"
"chr17",1648664,1649151,488,"*",".",1000,".",239.77083,-1,5.02121,274,"Promoter (<=1kb)",17,1646145,1649032,2888,2,"83547","ENST00000574810.5",0,"ENSG00000167705","RILP","Rab interacting lysosomal protein"
"chr11",57482994,57483458,465,"*",".",1000,".",239.74176,-1,5.02121,225,"Exon (ENST00000816174.1/ENST00000816174.1, exon 1 of 2)",11,57491253,57494520,3268,2,"8501","ENST00000529452.5",11062,"ENSG00000149150","SLC43A1","solute carrier family 43 member 1"
"chr8",60412482,60412958,477,"*",".",1000,".",239.74097,-1,5.02121,213,"Promoter (<=1kb)",8,60403353,60412654,9302,2,"100505532","ENST00000656414.2",0,NA,"LINC01301","long intergenic non-protein coding RNA 1301"
"chr14",106417450,106418065,616,"*",".",1000,".",239.73175,-1,5.02121,320,"Exon (ENST00000521454.2/ENST00000521454.2, exon 1 of 1)",14,106482435,106495588,13154,1,"338005","ENST00000603633.3",-64370,"ENSG00000270816","LINC00221","long intergenic non-protein coding RNA 221"
"chr21",31604570,31605122,553,"*",".",1000,".",239.72405,-1,5.02121,229,"Distal Intergenic",21,31212631,31559977,347347,2,"7074","ENST00000469412.5",-44593,"ENSG00000156299","TIAM1","TIAM Rac1 associated GEF 1"
"chrX",15470943,15471398,456,"*",".",1000,".",239.72098,-1,5.02121,233,"Intron (ENST00000357607.6/660, intron 1 of 18)",23,15464246,15556529,92284,1,"660","ENST00000357607.6",6697,"ENSG00000102010","BMX","BMX non-receptor tyrosine kinase"
"chr16",67185354,67185846,493,"*",".",1000,".",239.71866,-1,5.02121,224,"Promoter (<=1kb)",16,67184381,67185664,1284,2,"283849","ENST00000563536.1",0,"ENSG00000179044","EXOC3L1","exocyst complex component 3 like 1"
"chr3",123652282,123652749,468,"*",".",1000,".",239.67444,-1,5.02121,239,"Intron (ENST00000756472.1/100506826, intron 3 of 3)",3,123614086,123657557,43472,2,"4638","ENST00000689918.1",4808,"ENSG00000065534","MYLK","myosin light chain kinase"
"chr6",47787973,47788455,483,"*",".",1000,".",239.6591,-1,5.02121,257,"Promoter (<=1kb)",6,47787068,47826381,39314,1,"221391","ENST00000244799.4",905,"ENSG00000124818","OPN5","opsin 5"
"chr17",79391736,79392222,487,"*",".",1000,".",239.59901,-1,5.02121,241,"Intron (ENST00000583458.5/146713, intron 1 of 13)",17,79233627,79424120,190494,2,"146713","ENST00000578887.1",31898,"ENSG00000167281","RBFOX3","RNA binding fox-1 homolog 3"
"chr2",11582663,11583328,666,"*",".",1000,".",239.59773,-1,5.02121,223,"Intron (ENST00000381486.7/9687, intron 7 of 32)",2,11588256,11610742,22487,1,"9687","ENST00000432985.1",-4928,"ENSG00000196208","GREB1","growth regulating estrogen receptor binding 1"
"chr19",15419091,15419525,435,"*",".",1000,".",239.59108,-1,5.02121,225,"Promoter (<=1kb)",19,15380050,15419121,39072,2,"26993","ENST00000594594.6",0,"ENSG00000011243","AKAP8L","A-kinase anchoring protein 8 like"
"chr2",54838533,54839037,505,"*",".",1000,".",239.56692,-1,5.02121,218,"Intron (ENST00000673912.1/400954, intron 7 of 42)",2,54853851,54882878,29028,1,"400954","ENST00000493997.1",-14814,"ENSG00000214595","EML6","EMAP like 6"
"chr17",73369890,73370277,388,"*",".",1000,".",239.53401,-1,5.02121,182,"Promoter (<=1kb)",17,73338443,73369213,30771,2,"54549","ENST00000410094.5",-677,"ENSG00000069188","SDK2","sidekick cell adhesion molecule 2"
"chr1",212457716,212458162,447,"*",".",1000,".",239.53063,-1,5.02121,236,"Distal Intergenic",1,212461665,212465958,4294,2,"124904506","ENST00000850339.1",7796,"ENSG00000224535","LOC124904506","uncharacterized LOC124904506"
"chr9",34603625,34604197,573,"*",".",1000,".",239.49486,-1,5.02121,237,"Distal Intergenic",9,34610495,34612097,1603,2,"138716","ENST00000378959.9",7900,"ENSG00000164967","RPP25L","ribonuclease P/MRP subunit p25 like"
"chr4",1809839,1810398,560,"*",".",1000,".",239.47344,-1,5.02121,296,"Distal Intergenic",4,1804492,1805859,1368,1,"2261","ENST00000469068.1",5347,"ENSG00000068078","FGFR3","fibroblast growth factor receptor 3"
"chr5",132386478,132386955,478,"*",".",1000,".",239.4722,-1,5.02121,238,"Promoter (<=1kb)",5,132387813,132393683,5871,1,"6584","ENST00000479605.5",-858,"ENSG00000197375","SLC22A5","solute carrier family 22 member 5"
"chr18",496943,497390,448,"*",".",1000,".",239.44852,-1,5.02121,233,"Intron (ENST00000400256.5/81035, intron 1 of 9)",18,316737,500701,183965,2,"81035","ENST00000400256.5",3311,"ENSG00000158270","COLEC12","collectin subfamily member 12"
"chr20",59207760,59208225,466,"*",".",1000,".",239.43945,-1,5.02121,213,"Intron (ENST00000637017.1/128611, intron 6 of 7)",20,59163821,59259113,95293,1,"128611","ENST00000371030.4",43939,"ENSG00000124203","ZNF831","zinc finger protein 831"
"chr12",46072102,46072536,435,"*",".",1000,".",239.43565,-1,5.02121,200,"Distal Intergenic",12,45926716,45992120,65405,2,"9169","ENST00000547018.5",-79982,"ENSG00000139218","SCAF11","SR-related CTD associated factor 11"
"chr6",34055185,34055658,474,"*",".",1000,".",239.40736,-1,5.02121,244,"Promoter (<=1kb)",6,34040711,34056323,15613,2,"2914","ENST00000609915.1",665,"ENSG00000124493","GRM4","glutamate metabotropic receptor 4"
"chr1",220803587,220804141,555,"*",".",1000,".",239.36068,-1,5.02121,261,"Promoter (<=1kb)",1,220805084,220805729,646,1,"64757","ENST00000694925.1",-943,"ENSG00000186205","MTARC1","mitochondrial amidoxime reducing component 1"
"chr17",20226705,20227152,448,"*",".",1000,".",239.35176,-1,5.02121,202,"Intron (ENST00000676570.1/92521, intron 4 of 7)",17,20244124,20314700,70577,1,"92521","ENST00000677784.1",-16972,"ENSG00000128487","SPECC1","sperm antigen with calponin homology and coiled-coil domains 1"
"chr19",51830302,51830729,428,"*",".",1000,".",239.32812,-1,5.02121,214,"Intron (ENST00000638827.1/84765, intron 9 of 10)",19,51842878,51843315,438,2,"84765","ENST00000594725.2",12586,"ENSG00000161551","ZNF577","zinc finger protein 577"
"chr12",38138598,38139122,525,"*",".",1000,".",239.31582,-1,5.02121,276,"Promoter (<=1kb)",12,38138624,38146828,8205,1,"107984469","ENST00000792178.1",0,NA,"LOC107984469","uncharacterized LOC107984469"
"chr17",81142609,81143082,474,"*",".",1000,".",239.31138,-1,5.02121,249,"Intron (ENST00000326724.9/9625, intron 1 of 13)",17,81135771,81136256,486,1,"124904079","ENST00000570413.1",6838,NA,"LOC124904079","uncharacterized LOC124904079"
"chr1",1001783,1002225,443,"*",".",1000,".",239.31061,-1,5.02121,250,"Promoter (<=1kb)",1,1001145,1014435,13291,1,"9636","ENST00000624652.1",638,"ENSG00000187608","ISG15","ISG15 ubiquitin like modifier"
"chr9",112793213,112793644,432,"*",".",1000,".",239.28062,-1,5.02121,225,"Intron (ENST00000374232.8/401548, intron 1 of 8)",9,112750760,112874987,124228,1,"401548","ENST00000374232.8",42453,"ENSG00000148158","SNX30","sorting nexin family member 30"
"chr19",19643755,19644249,495,"*",".",1000,".",239.27954,-1,5.02121,269,"Promoter (<=1kb)",19,19629476,19643657,14182,2,"51291","ENST00000203556.9",-98,"ENSG00000089639","GMIP","GEM interacting protein"
"chr1",212011939,212012368,430,"*",".",1000,".",239.25941,-1,5.02121,216,"Promoter (<=1kb)",1,212006665,212011627,4963,2,"25896","ENST00000460867.1",-312,"ENSG00000143493","INTS7","integrator complex subunit 7"
"chr18",59070388,59070888,501,"*",".",1000,".",239.20743,-1,5.02121,233,"Promoter (2-3kb)",18,59068314,59069309,996,1,"390858","ENST00000726391.1",2074,NA,"OACYLP","O-acyltransferase like, pseudogene"
"chr11",59171311,59171847,537,"*",".",1000,".",239.2063,-1,5.02121,310,"Promoter (<=1kb)",11,59171430,59204909,33480,1,"23220","ENST00000532982.5",0,"ENSG00000110042","DTX4","deltex E3 ubiquitin ligase 4"
"chr22",23768224,23768712,489,"*",".",1000,".",239.2041,-1,5.02121,231,"Promoter (<=1kb)",22,23768226,23784316,16091,1,"4320","ENST00000465385.5",0,"ENSG00000099953","MMP11","matrix metallopeptidase 11"
"chr5",177404314,177404767,454,"*",".",1000,".",239.1843,-1,5.02121,244,"Promoter (<=1kb)",5,177402160,177404472,2313,2,"2161","ENST00000502854.5",0,"ENSG00000131187","F12","coagulation factor XII"
"chr3",51719068,51719571,504,"*",".",1000,".",239.15194,-1,5.02121,231,"Distal Intergenic",3,51711272,51714068,2797,1,"2912","ENST00000496661.1",7796,"ENSG00000164082","GRM2","glutamate metabotropic receptor 2"
"chr20",25065739,25066185,447,"*",".",1000,".",239.15045,-1,5.02121,203,"Promoter (<=1kb)",20,25062962,25066646,3685,2,"124904882","ENST00000795682.1",461,"ENSG00000275358","LOC124904882","uncharacterized LOC124904882"
"chr12",121494119,121494601,483,"*",".",1000,".",239.11966,-1,5.02121,250,"3' UTR",12,121429509,121509706,80198,2,"84678","ENST00000542973.6",15105,"ENSG00000089094","KDM2B","lysine demethylase 2B"
"chr7",102279384,102279869,486,"*",".",1000,".",239.11649,-1,5.02121,236,"Intron (ENST00000437600.9/1523, intron 18 of 22)",7,102274174,102283932,9759,1,"1523","ENST00000487284.2",5210,"ENSG00000257923","CUX1","cut like homeobox 1"
"chr7",142515921,142516379,459,"*",".",1000,".",239.10787,-1,5.02121,238,"Distal Intergenic",7,142749468,142753020,3553,1,"5644","ENST00000486171.5",-233089,"ENSG00000204983","PRSS1","serine protease 1"
"chr1",237806704,237807154,451,"*",".",1000,".",239.07667,-1,5.02121,245,"Intron (ENST00000366574.7/6262, intron 99 of 104)",1,237800029,237802375,2347,1,"6262","ENST00000466626.1",6675,"ENSG00000198626","RYR2","ryanodine receptor 2"
"chrX",15761521,15762008,488,"*",".",1000,".",239.06154,-1,5.02121,260,"Promoter (2-3kb)",23,15764596,15768864,4269,1,"114004397","ENST00000478341.1",-2588,NA,"CA5BP1-CA5B","CA5BP1-CA5B readthrough"
"chr6",52652051,52652495,445,"*",".",1000,".",239.04845,-1,5.02121,174,"Intron (ENST00000847779.1/ENST00000847779.1, intron 1 of 1)",6,52664366,52669155,4790,1,"730101","ENST00000643631.2",-11871,"ENSG00000291006","LOC730101","uncharacterized LOC730101"
"chr1",904571,904993,423,"*",".",1000,".",239.04738,-1,5.02121,203,"Promoter (<=1kb)",1,904786,905857,1072,1,"284600","ENST00000756455.1",0,NA,"LOC284600","uncharacterized LOC284600"
"chr13",98672972,98673453,482,"*",".",1000,".",239.04597,-1,5.02121,247,"Distal Intergenic",13,98720527,98726567,6041,2,"6564","ENST00000376494.1",53114,"ENSG00000088386","SLC15A1","solute carrier family 15 member 1"
"chr3",50542381,50543012,632,"*",".",1000,".",238.99544,-1,5.02121,251,"Distal Intergenic",3,50559525,50561911,2387,2,"51161","ENST00000422619.1",18899,"ENSG00000088543","C3orf18","chromosome 3 open reading frame 18"
"chr19",9930779,9931293,515,"*",".",1000,".",238.98257,-1,5.02121,264,"Intron (ENST00000264833.9/93145, intron 1 of 5)",19,9857208,9936324,79117,2,"93145","ENST00000590410.1",5031,"ENSG00000105088","OLFM2","olfactomedin 2"
"chr8",85463097,85463571,475,"*",".",1000,".",238.97566,-1,5.02121,251,"Promoter (<=1kb)",8,85440596,85463464,22869,2,"100996348","ENST00000660227.1",0,NA,"CA3-AS1","CA3 antisense RNA 1"
"chr17",58304210,58304672,463,"*",".",1000,".",238.94233,-1,5.02121,250,"Promoter (1-2kb)",17,58301231,58306357,5127,2,"9256","ENST00000581675.5",1685,"ENSG00000005379","TSPOAP1","TSPO associated protein 1"
"chr3",184543944,184544439,496,"*",".",1000,".",238.93336,-1,5.02121,224,"Distal Intergenic",3,184546714,184556918,10205,2,"100874079","ENST00000421870.1",12479,"ENSG00000230215","LINC01840","long intergenic non-protein coding RNA 1840"
"chr1",202192714,202193246,533,"*",".",1000,".",238.9324,-1,5.02121,277,"Promoter (<=1kb)",1,202193799,202319761,125963,1,"59352","ENST00000367278.8",-553,"ENSG00000133067","LGR6","leucine rich repeat containing G protein-coupled receptor 6"
"chr1",179369742,179370208,467,"*",".",1000,".",238.91683,-1,5.02121,229,"Promoter (<=1kb)",1,179368901,179554735,185835,1,"126859","ENST00000434088.1",841,"ENSG00000162779","AXDND1","axonemal dynein light chain domain containing 1"
"chr1",40849931,40850411,481,"*",".",1000,".",238.88898,-1,5.02121,247,"Intron (ENST00000730466.1/105378676, intron 2 of 3)",1,40847981,40860822,12842,2,"105378676","ENST00000730466.1",10411,NA,"LOC105378676","uncharacterized LOC105378676"
"chr6",27895473,27895896,424,"*",".",1000,".",238.87591,-1,5.02121,215,"Promoter (2-3kb)",6,27893425,27893891,467,1,"8348","ENST00000616182.2",2048,"ENSG00000274641","H2BC17","H2B clustered histone 17"
"chr3",139427518,139427951,434,"*",".",1000,".",238.83638,-1,5.02121,190,"Intron (ENST00000685603.3/100507291, intron 3 of 3)",3,139419581,139579095,159515,1,"100507291","ENST00000659546.1",7937,"ENSG00000248932","COPB2-DT","COPB2 divergent transcript"
"chr18",35950342,35950863,522,"*",".",1000,".",238.83037,-1,5.02121,239,"Exon (ENST00000774196.1/ENST00000774196.1, exon 1 of 2)",18,35951803,35966118,14316,2,"105372066","ENST00000589074.1",15255,"ENSG00000267627","LOC105372066","uncharacterized LOC105372066"
"chr1",214627997,214628537,541,"*",".",1000,".",238.79863,-1,5.02121,334,"Intron (ENST00000706765.1/1063, intron 7 of 18)",1,214648675,214654419,5745,1,"1063","ENST00000467765.1",-20138,"ENSG00000117724","CENPF","centromere protein F"
"chr11",34359177,34359871,695,"*",".",1000,".",238.79222,-1,5.02121,295,"Promoter (1-2kb)",11,34150987,34358010,207024,2,"25841","ENST00000435224.3",-1167,"ENSG00000166016","ABTB2","ankyrin repeat and BTB domain containing 2"
"chr10",132654619,132655105,487,"*",".",1000,".",238.79161,-1,5.02121,274,"Intron (ENST00000368594.8/3632, intron 4 of 15)",10,132690392,132727349,36958,1,"3632","ENST00000487614.1",-35287,"ENSG00000068383","INPP5A","inositol polyphosphate-5-phosphatase A"
"chr16",711580,712111,532,"*",".",1000,".",238.78598,-1,5.02121,301,"Distal Intergenic",16,715118,719655,4538,1,"79006","ENST00000568223.7",-3007,"ENSG00000103260","METRN","meteorin, glial cell differentiation regulator"
"chr19",38636710,38637254,545,"*",".",1000,".",238.78359,-1,5.02121,284,"3' UTR",19,38632026,38636924,4899,1,"27335","ENST00000590134.1",4684,"ENSG00000178982","EIF3K","eukaryotic translation initiation factor 3 subunit K"
"chr5",127313812,127314298,487,"*",".",1000,".",238.77992,-1,5.02121,249,"Intron (ENST00000503335.7/84466, intron 1 of 24)",5,127240455,127291510,51056,2,"105379199","ENST00000753048.1",-22302,"ENSG00000286615","LOC105379199","uncharacterized LOC105379199"
"chr19",35693676,35694125,450,"*",".",1000,".",238.73788,-1,5.02121,240,"Distal Intergenic",19,35704558,35717038,12481,1,"27033","ENST00000392197.7",-10433,"ENSG00000011590","ZBTB32","zinc finger and BTB domain containing 32"
